Rank,Author,Title,Citations,Year,Source,cit/year
9,"Sra, S Nowozin, SJ Wright",Optimization for machine learning,645,2012,https://books.google.com/books?hl=en&lr=&id=JPQx7s2L1A8C&oi=fnd&pg=PR5&dq=Machine+Learning&ots=vefezgo4Fh&sig=nr5gwqppop49EcI5ADxoLJFKyX0,64
48," Brunton, BR Noack…",Machine learning for fluid mechanics,642,2020,https://www.annualreviews.org/doi/abs/10.1146/annurev-fluid-010719-060214,321
32," Tarca, VJ Carey, X Chen, R Romero…",Machine learning and its applications to biology,544,2007,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.0030116,36
87,"Wang, RM Summers",Machine learning and radiology,523,2012,https://www.sciencedirect.com/science/article/pii/S1361841512000333,52
7," Shavlik, T Dietterich, TG Dietterich",Readings in machine learning,490,1990,https://books.google.com/books?hl=en&lr=&id=UgC33U2KMCsC&oi=fnd&pg=PA1&dq=Machine+Learning&ots=Thiljg9Dqb&sig=gOiVxMqaE3ySMkT7oJRws_rdBXY,15
28, Ayodele,Types of machine learning algorithms,479,2010,https://books.google.com/books?hl=en&lr=&id=XAqhDwAAQBAJ&oi=fnd&pg=PA19&dq=Machine+Learning&ots=r2IqbUEeMl&sig=rSD29Z2ncMd16sCLEe7SeuKH_9E,40
49, Natarajan,Machine learning: A theoretical approach,473,2014,https://books.google.com/books?hl=en&lr=&id=cnyjBQAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=5d5FMwgP_o&sig=ABheIgZxqV6dkiCBiMLfeJ-lmyA,59
21,Surden,Machine learning and law,460,2014,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/washlr89&section=7,58
58,IJ,Statistics versus machine learning,420,2018,https://www.nature.com/articles/nmeth.4642.pdf?origin=ppub,105
51,"Sonnenburg, G Rätsch, S Henschel, C Widmer…",The SHOGUN machine learning toolbox,371,2010,https://www.jmlr.org/papers/volume11/sonnenburg10a/sonnenburg10a.pdf,31
18,Alpaydin,Machine learning: the new AI,366,2016,https://books.google.com/books?hl=en&lr=&id=ylE4DQAAQBAJ&oi=fnd&pg=PR5&dq=Machine+Learning&ots=S7eO5qruYI&sig=GbN0ZedWvpqlsDjCqDujk692Ats,61
25,Mahesh,Machine Learning Algorithms-A Review,364,2020,https://www.researchgate.net/profile/Batta-Mahesh/publication/344717762_Machine_Learning_Algorithms_-A_Review/links/5f8b2365299bf1b53e2d243a/Machine-Learning-Algorithms-A-Review.pdf,182
88," Goodfellow, D Ward",Pylearn2: a machine learning research library,337,2013,https://arxiv.org/abs/1308.4214,37
73,Robert,"Machine learning, a probabilistic perspective",320,2014,https://www.tandfonline.com/doi/full/10.1080/09332480.2014.914768,40
64,Blum,On-line algorithms in machine learning,319,1998,https://link.springer.com/content/pdf/10.1007/BFb0029575.pdf,13
103, Kearns,The computational complexity of machine learning,306,1990,https://books.google.com/books?hl=en&lr=&id=y5Txq1AkJoMC&oi=fnd&pg=PA1&dq=Machine+Learning&ots=_QHIE1huPq&sig=ItLavVcYsSZQC0Jpf96p1pyVNus,10
16,Burkov,Could not catch title,295,2019,"Look manually at: https://scholar.google.com/scholar?start=10&q=Machine+Learning&hl=en&as_sdt=0,5",98
96,"Singh, N Thakur, A Sharma",A review of supervised machine learning algorithms,292,2016,https://ieeexplore.ieee.org/abstract/document/7724478/,49
82," Darcy, AK Louie, LW Roberts",Machine learning and the profession of medicine,290,2016,https://jamanetwork.com/journals/jama/article-abstract/2488315,48
14,Wagstaff,Machine learning that matters,273,2012,https://arxiv.org/abs/1206.4656,27
54,"Mohammed, MB Khan, EBM Bashier",Machine learning: algorithms and applications,258,2016,https://books.google.com/books?hl=en&lr=&id=X8LBDAAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=qQByBrL5BF&sig=4CEdpkD1dghc1nEVo0cmZP8HKyM,43
63, Mitchell,Does machine learning really work?,227,1997,https://ojs.aaai.org/index.php/aimagazine/article/view/1303,9
95, De Prado,Advances in financial machine learning,213,2018,https://books.google.com/books?hl=en&lr=&id=oU9KDwAAQBAJ&oi=fnd&pg=PR21&dq=Machine+Learning&ots=7UGLWZzybx&sig=EwiN0HQoiFh6Cn-3ch8TAo4RMXo,53
11,"El Naqa, MJ Murphy",What is machine learning?,201,2015,https://link.springer.com/chapter/10.1007/978-3-319-18305-3_1,29
22,Bonaccorso,Machine learning algorithms,198,2017,https://books.google.com/books?hl=en&lr=&id=_-ZDDwAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=epgGB0Jy6B&sig=W1Tg59jlkqniKPC_FLPlvC8zLik,40
46, Bishop,Model-based machine learning,193,2013,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2012.0222,21
90," Deisenroth, AA Faisal, CS Ong",Mathematics for machine learning,191,2020,https://books.google.com/books?hl=en&lr=&id=pFjPDwAAQBAJ&oi=fnd&pg=PR9&dq=Machine+Learning&ots=VLiu6GM4Ef&sig=cnl10FZl6CaCeNYEo9E7MPFyjrg,96
38,Dangeti,Statistics for machine learning,188,2017,https://books.google.com/books?hl=en&lr=&id=C-dDDwAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=j25z2quY-q&sig=WIRF-5ALbM16l4rmMClKGL9358A,38
43,"Ribeiro, K Grolinger…",Mlaas: Machine learning as a service,169,2015,https://ieeexplore.ieee.org/abstract/document/7424435/,24
75,"Brink, J Richards, M Fetherolf",Real-world machine learning,153,2016,https://books.google.com/books?hl=en&lr=&id=zTczEAAAQBAJ&oi=fnd&pg=PT13&dq=Machine+Learning&ots=LTBAtjGBnj&sig=FI1epUIeqzgFwlie2MKrUYALegA,26
66,"Alzubi, A Nayyar, A Kumar",Machine learning from theory to algorithms: an overview,149,2018,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/meta,37
59,"Vartak, H Subramanyam, WE Lee…",ModelDB: a system for machine learning model management,146,2016,https://dl.acm.org/doi/abs/10.1145/2939502.2939516,24
79,"Sun, Z Cao, H Zhu, J Zhao",A survey of optimization methods from a machine learning perspective,141,2019,https://ieeexplore.ieee.org/abstract/document/8903465/,47
71," Mitchell, JG Carbonell, RS Michalski",Machine learning: a guide to current research,137,1986,https://books.google.com/books?hl=en&lr=&id=I5GcpyPx3RwC&oi=fnd&pg=PA1&dq=Machine+Learning&ots=obt6Jquq0h&sig=l5K1LcYPT6IyeubspBpOzGEcbYg,4
3, Zhang,Machine learning,136,2020,https://link.springer.com/chapter/10.1007/978-981-15-2770-8_6,68
91,Ray,A quick review of machine learning algorithms,135,2019,https://ieeexplore.ieee.org/abstract/document/8862451/,45
57,Daumé,A course in machine learning,115,2017,http://ciml.info/dl/v0_9/ciml-v0_9-ch03.pdf,23
86,"Singh, PK Bhatia, O Sangwan",A review of studies on machine learning techniques,114,2007,https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=Machine+Learning&ots=J1o7veDXcK&sig=g33rDAUNSkpCuxiZO5NsvRtemk4,8
42,"Wei, X Chu, XY Sun, K Xu, HX Deng, J Chen, Z Wei…",Machine learning in materials science,109,2019,https://onlinelibrary.wiley.com/doi/abs/10.1002/inf2.12028,36
72,"Gündüz, P de Kerret, ND Sidiropoulos…",Machine learning in the air,107,2019,https://ieeexplore.ieee.org/abstract/document/8839651/,36
53," Wilson, NV Sahinidis",The ALAMO approach to machine learning,107,2017,https://www.sciencedirect.com/science/article/pii/S0098135417300662,21
26,Gollapudi,Practical machine learning,103,2016,https://books.google.com/books?hl=en&lr=&id=WmsdDAAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=1Ax9CuQg9T&sig=2KSMPyO8ajvquqayH9N63O59AXY,17
93,"Barletta, A Giusti, C Rottondi…",QoT estimation for unestablished lighpaths using machine learning,95,2017,https://www.osapublishing.org/abstract.cfm?uri=OFC-2017-Th1J.1,19
98," Carbonell, RS Michalski, TM Mitchell",Machine learning: A historical and methodological analysis,95,1983,https://ojs.aaai.org/index.php/aimagazine/article/view/406,2
80," Dutton, GV Conroy",A review of machine learning,92,1997,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/review-of-machine-learning/9C74F5743FEC275A4B9C2590661321A2,4
33, Zhou,Learnware: on the future of machine learning.,90,2016,https://www.academia.edu/download/49496472/2016_-_Zhou_-_Learnware_on_the_future_of_machine_learning.pdf,15
101,"Molina, F Garip",Machine learning for sociology,89,2019,https://www.annualreviews.org/doi/abs/10.1146/annurev-soc-073117-041106,30
55,"Paluszek, S Thomas",MATLAB machine learning,84,2016,https://books.google.com/books?hl=en&lr=&id=3kXODQAAQBAJ&oi=fnd&pg=PR6&dq=Machine+Learning&ots=ZMJyYJc9oM&sig=mBai3-Dz9nA7UOZOs_xZJu5pTWs,14
84,"Qu, F Guo, X Liu, Y Lin, Q Zou",Application of machine learning in microbiology,81,2019,https://www.frontiersin.org/articles/10.3389/fmicb.2019.00827/full,27
74,"Wang, C Ma, L Zhou",A brief review of machine learning and its application,81,2009,https://ieeexplore.ieee.org/abstract/document/5362936/,6
105,Riley,Three pitfalls to avoid in machine learning,81,2019,https://www.nature.com/articles/d41586-019-02307-y,27
110,"Schelter, F Biessmann, T Januschowski, D Salinas…",On challenges in machine learning model management,75,2018,http://web.kaust.edu.sa/Faculty/MarcoCanini/classes/CS290E/F19/papers/challenges.pdf,19
107,"Cohen, M Freytsis, B Ostdiek",(Machine) learning to do more with less,56,2018,https://link.springer.com/article/10.1007/JHEP02(2018)034,14
31,"Shobha, S Rangaswamy",Machine learning,26,2018,https://www.sciencedirect.com/science/article/abs/pii/S0169716118300191,6
56,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=Machine+Learning&hl=en&as_sdt=0,5",0
100,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=Machine+Learning&hl=en&as_sdt=0,5",0
89,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=Machine+Learning&hl=en&as_sdt=0,5",0
78,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=Machine+Learning&hl=en&as_sdt=0,5",0
67,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=Machine+Learning&hl=en&as_sdt=0,5",0
45,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=Machine+Learning&hl=en&as_sdt=0,5",0
34,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=Machine+Learning&hl=en&as_sdt=0,5",0
23,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=Machine+Learning&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=Machine+Learning&hl=en&as_sdt=0,5",0
5,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=Machine+Learning&hl=en&as_sdt=0,5",0
111,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=Machine+Learning&hl=en&as_sdt=0,5",0
